comment_normalized	hate	spam	obscene	class
ازون تیکه کتک خوردنت عکس میزاشتی 😂	1	0	0	hate
یک پست هم‌از کتک خوردنت بزار هالک	1	0	0	hate
چرا از کتک خوردنت پست نذاشتی؟؟	1	0	0	hate
عکاست لحظه کتک خوردنت کجا بود؟	1	0	0	hate
فیلم کتک خوردنت رو هم برار لطفا	1	0	0	hate
بدنت فتوشاپه	1	0	0	hate
پلنگ گوزو شماره 	1	0	0	hate
چقدر ترسیده سلیطه	1	0	0	hate
شیر گاو خر پلنگ 😂	1	0	0	hate
عینا مثل زنای چاق وارفته میمونی	1	0	0	hate
👎🏻 👎🏻 👎🏻 👎🏻 👎🏻 👎🏻 👎🏻 👎🏻 این حمایتت بدرد عمه ات میخوره	1	0	0	hate
هنوز درصد بدنت امادست داداش درصد دیگه کار داری مشکل نفسم داری پاهات شکم دستات ضعیفه کلا اشتباهی رفتی	1	0	0	hate
یعنی خاک عالم به سرت پلنگ صورتی	1	0	0	hate
 قلم ارایش کرده و با عشوه حرف میزنه چرا 😮	1	0	0	hate
زنیکه چرک	1	0	0	hate
کلیپ صداوسیما همش راسته دروغ نداره الان دولار چنده مهم تورم داریم له میشیم بااین وضعیت	1	0	0	hate
توهمات استاد جن گیر تمامی ندارد	1	0	0	hate
اقای جوان بیا الان بگو حالتون چطوره خجالت بکشحالمون خرابه بعداز ماه امدی که چیبگی بهت بگیم عالی واقعا حال هممون عالی 😔 😔	1	0	0	hate
این عمه ته؟ 🤕 🤔	1	0	0	hate
ایشالا مرگ دخترت	1	0	0	hate
فحش خوردنت خیلی ملسه جناب رجبی	1	0	0	hate
ارواح عمه ت	1	0	0	hate
اره ارواح عمه ات	1	0	0	hate
اره جون عمه ات	1	0	0	hate
اره ارواح عمه هاتون	1	0	0	hate
ارواح عمه ات رئیسی	1	0	0	hate
ذاتشون خرابه امکان نداره کسیکه ذاتش درست باشه دستور غلط رو اجرا کنه	1	0	0	hate
ارواح عمه جانت	1	0	0	hate
اره ارواح عمه ت	1	0	0	hate
اره ارواح عمه ت خالی بند	1	0	0	hate
شبیه جن شدی حداقل درست ارایش کن 😂	1	0	0	hate
پلنگ پلاستیکی 🐯 🐯 ✌	1	0	0	hate
چون عنی میخوان باهات عکس بگیرن پلنگ 😂	1	0	0	hate
پلنگ گوزوی شماره 😂	1	0	0	hate
شتر گاو پلنگ ب روایت تصویر	1	0	0	hate
الهی سر دخترت بیارن	1	0	0	hate
با ارایش هلو بدون ارایش جن ابراهیم	1	0	0	hate
خیلی سنگین نزن بدنت سنگین میشه 😂	1	0	0	hate
‌داداش حداقل بدنت شیش تیکه میکردی	1	0	0	hate
جون عمه ات	1	0	0	hate
اره جان عمه ات	1	0	0	hate
ها جان عمه ات	1	0	0	hate
انشاالله دخترت	1	0	0	hate
داف دلاری 🤢 🤮	1	0	0	hate
اعتراض کیلویی چنده	1	0	0	hate
غیرت کیلو چنده پست فطرت؟	1	0	0	hate
پسره کیه بغلت خیلی داغونه	1	0	0	hate
زبون در اوردی پلنگ فروردینی کرد 😒	1	0	0	hate
پلنگ کوردستان نگو روباهی	1	0	0	hate
نقره 😂 پلنگ 😂 نکشیموون	1	0	0	hate
پلنگ که هیچ گربه هم نیستی	1	0	0	hate
پلنگ صورتی به ریش نیست به ریشه ست	1	0	0	hate
زیر بغلت بزن پشمک 🤢 🤢	1	0	0	hate
مشالله پلنگ جویبار 😂 😂	1	0	0	hate
نوید افکاری سکوت شما یعنی حمایت از ظلم و ظالم لطفا صدای مردمتون باشین و بخواید که حکم اعدام بچه‌ها رو لغو کنن… ❤️‍🩹	1	0	0	hate
نوید افکاری سکوت شما یعنی حمایت از ظلم و ظالم لطفا صدای مردمتون باشین و بخواید که حکم اعدام بچه‌ها رو لغو کنن… ❤️‍🩹 مهسا امینی	1	0	0	hate
بشکه عنم بهترت مقاومت میکرد	1	0	0	hate
😭 💔 😡	1	0	0	hate
مااشالله پهلوانفقط ی سوال امسال تیم تون خیلی ضعیف بود لیاقت ایران بیشتر از یک مدال هس	0	0	0	clean
نمیخای بیایتو پیجم کلیپتو که ریدم بهتو ببینی؟	0	1	0	spam
دقیقا معلومه از عمامه پرانی	1	0	0	hate
ریس سازمان هواپیمایی تکذیب کرد 😐	0	0	0	clean
ماشاالله به پهلون طلا حقت بود	0	0	0	clean
وطن جانم فدایتما وطن فروش نیستیم	0	0	0	clean
یایها الناس ضرب مثلفاستمعواله؛ ان الذین تدعون مندون الله لن یخلقوا ذبابا ولواجتمعوا له	1	0	0	hate
مماشات ؟	0	0	0	clean
ابروی ایرانی	0	0	0	clean
بیچاره بچت	1	0	0	hate
هرچندماه بایکی میرن تورابطه اه اه	1	0	1	hateobscene
توله کشی مساوی حیوان ازاری	0	0	0	clean
داداشمی به ملا	0	0	0	clean
مهمان مامان اسب حیوان نجیبیست بی حسی موضعی	0	1	0	spam
تو میتونی با غیرت مگه مارتین کیه یه بی شعور دلقک بیشتر که نیست تو میبریش پهلوون 💪 💪	1	0	0	hate
شیطان رجیم باشه خداشناس	1	0	0	hate
 بشکه رو خوب اومدی ایوول	0	0	0	clean
درد بلات بخوره تو سر هرچی اخونده درود به غیرتت	0	0	0	clean
درود بی پایان نثارت بادبا غیرت	0	0	0	clean
حتی دیدن قیافشون هم انرژی مثبتهخدا بیامرزد	0	0	0	clean
این قسمت عالیی بود ولی قسمت قبل واقعا بی مزه بود	0	0	0	clean
دروود بشرفت بهرام جان	0	0	0	clean
دهنتونو سرویس این استراتژی عالیی بود 😂 😂	0	0	0	clean
بمیرم برای معصومیتت 😭 😭	0	0	0	clean
چرا ساکتی تو نقی معمولی؟	0	0	0	clean
این ترلانم کا دماغشو عمل کردچقدر بهنوش زیبااست	0	0	0	clean
اقای پرستویی عزیز اگر صورت مساله رو پاک کنیم مشکل حل میشه؟ دیگه زور گفتن به مردم کمتر دردناک میشه؟ اقتصاد غلط تصحیح میشه؟ دزدی ها کمتر ازارمون میدند؟ مگه نه این که علت سفر شما ناکارامدی قدرتمندان سیاسی ما هست؟ پس چرا میگید ای کاش مهسا تهران نمی اومد؟ رفتن مهسا مردم رو لبریز کرد	0	0	0	clean
امنه بیا اینو بخور	1	0	1	hateobscene
اخوند کارش چیه 👌	0	0	0	clean
😂 😂 یاد ایامی چه زود حروم شد	0	0	0	clean
انفالو سریع	1	0	0	hate
خدایی فکر نمی‌کردم یه نفر بتونه اینجوری کتک بخوره	1	0	0	hate
ساقی گردن گرفته؟ 👀	1	0	0	hate
کاش روز پیش وسط خیابون اینو میگفتی	0	0	0	clean
جای کاسه هاتو درست کن 😂	1	0	0	hate
منو یاد بقیهٔ اخوندا میندازه	1	0	0	hate
حضرات چرا با این عکس مشکلی ندارند اونوقت؟ 🙄 🙄 🧐 🧐	0	0	0	clean
چرا نمیری کمک مهران رجبی یه گوشه کارو تو صداوسیمای میلی بگیری؟؟ 🤔	0	0	0	clean
چشم دشمنانتون کور بشه الهی اسطوره بزرگوار ❤️ ❤️	0	0	0	clean
الهی چشم دشمنانتون کور بشه الهی اسطوره جاان ❤️ ❤️ ❤️	0	0	0	clean
چشم همه دشمنانتون کور بشه الهی اسطوره عزیزترازجان ❤️ ❤️ ❤️	0	0	0	clean
برکت رپ فارس حمایت 👊🏼 💔	0	0	0	clean
چشم همه دشمنانتون کور بشه الهی اسطوره جاان ❤️ ❤️	0	0	0	clean
یاس پیشرو رفیقن 😶 😑	0	0	0	clean
درد و بلاتون بخوره تو سر حسوداتون 🌙 🌙 💕 💕	0	0	0	clean
ماسکت کوو پس 😐 😐 🤦🏼‍♀️ 🤦🏼‍♀️ 🤦🏼‍♀️ 🤦🏼‍♀️ 🤦🏼‍♀️	0	0	0	clean
چیشد گفتن چندتا قسمت پخش میشه مشکلش حل بشه؟؟ 💔 🤦🏻‍♀️	0	0	0	clean
محمد قائمی شهید وطن 🥀 🥀 قهرمان وطن 💔 🥀	0	0	0	clean
💔 😭 🖤 حنانه کیا 💔 🖤 😭 حدیث نجفی 💔 🥀 ✊ ✌ اتحاد پیروزی است ✊ ✌ ✊ ✌ ✊ ✌ ✊ ✌ ✊ ✌ ✊ ✌ ✊ ✌ ✊ ✌ ✊ ✌ ✊	0	0	0	clean
خوب بنده خدا میترسه سریال جیران پخش نشه اونوقت چکار کنه 🤔	0	0	0	clean
دوسدارم از خواب بیدار بشم بگن همش کابوسه تموم شد 🖤 🖤	0	0	0	clean
این ویدیو واقعا قلب ادمو ب درد میاره 😔 💔 🥀	0	0	0	clean
غم گرفته همه کوچه های مارو 💔 🥀 🥺	0	0	0	clean
بمیرم واسه دل مادرش 😭 😢 😥	0	0	0	clean
میشه بگی الان ک پخش جیران متوقف شده کی باز پخش میشه 😑 😑 🤦‍♀️ 🤦‍♀️ 🤦‍♀️	0	0	0	clean
چه عجب اقای فرهادی سخن گفتی 🥀 😢	0	0	0	clean
چرا پستتون پاک شد واقعا	0	0	0	clean
فک کنم وقت کد تخفیف هم ک تموم شه بعد درست میشه 🤔 😬	0	0	0	clean
👏 👏 تفنگت را زمین بگذار برادر جان	0	0	0	clean
کجایی پس توو 🤔 🤔 🧐 🧐	0	0	0	clean
اثرات پول حروم	1	0	0	hate
چرا کسی منو فالو منظورمه 😢 😢 💦	0	1	1	spamobscene
با کلی سانسور اومده 🤦‍♀️	0	0	0	clean
 یه سر بزن اینجا به یکم حال کنی 😢 😢 💦	0	1	1	spamobscene
 خفن بیادد 🍑	0	1	1	spamobscene
دهنت سرویس 🤣 🤣 سکسیه کی بودی تو	0	0	1	obscene
الانم سکسیه 😄 😄	0	0	1	obscene
چقدر سکسی 🤩 🤩 👌 🔥	0	0	1	obscene
حاجی تو همیشه سکسی بودی و هستی ❤️ ❤️ 😂 😂	0	0	1	obscene
هرکس بخره ننش خرابه	1	0	1	hateobscene
کی چیزه بیاد دایرکتم 🍑	0	1	1	spamobscene
پست اخرم از دستشش ندین 🍑 🍑 🙌	0	1	1	spamobscene
درمانگر جنسیی 🍑 🍑 اختلالات 🙌	0	1	1	spamobscene
عفاف خانه مشهد 🍑 🍑 روزانه ساعتیی هفتگیی 🍑 🍑 🔥	0	1	1	spamobscene
اهل کار و پایه بیاد 🍑 🍑 🔥 🔥	0	1	1	spamobscene
گروه زدیم لینک تو بیو هرکی میخاد بیاد 🍑 🍑 🔥	0	1	1	spamobscene
خانمی ک نیاز داره دایرکت 🍑 🙌	0	1	1	spamobscene
جوون استورری ررو ببین اوفف 🍑 🍑 🙌	0	1	1	spamobscene
اول صبحی ل خیسم ز میخوام 🙌 🙌 🍑	0	1	1	spamobscene
کنیم 🔥 🔥 میاد چت کی 🍑	0	1	1	spamobscene
 بییایین استوریی رو ببیینیین جوون اوفف 🍑 🍑 🙌	0	1	1	spamobscene
بیین خییسه 🔥 🔥 🍑	0	1	1	spamobscene
س هه خ ی خاانم مههخو اام دااغم 🍑 🍑 🔥	0	1	1	spamobscene
صصکصص چت پی 🔥 با هزینه وتصصویری 🍑	0	1	1	spamobscene
سلاام دنبال یه شوگر ددیم مهربون و خرج کن باشه نهایتا هفته ای دو تومن ازش میخوام دایرکت	0	1	1	spamobscene
بچگیاتم خوب بچه ای بودی 🔥 🔥 😈 😈 🍑 🍑	0	0	1	obscene
اگه به فاممیل خانوممت حس بیا داری دایرکت سوال بپرسمم 🔥 🔥 🍑	0	1	1	spamobscene
اقای متاههل بیست سالمهه 🍑 🔥	0	1	1	spamobscene
رو ههمون صندلی لنگاتو بدم توش 🍑 🍑 بزنم بالا 🔥	0	1	1	spamobscene
لیسر میخوام ندداره 🍑 و پسر فرق ددختر 🔥	0	1	1	spamobscene
ماال لاایک ڪی ڪلفته هر ڪنه بیاام داایرڪتش 🍑 🍑 🙌	0	1	1	spamobscene
رفتی عممو تتل توشو کنه فقط 🙌 🍑	0	1	1	spamobscene
بالا سن یه اراکی هم بما بدین 🔥 ⁦ 🔥 ⁩ 🍑	0	1	1	spamobscene
یه شوگر مامی از مشهد بیاد 🙌 🔥	0	1	1	spamobscene
خواهررمو منو 🔥 🔥 کنارر من عشقبازی میکرردن منو 🔥 🔥 شوهررش 🍑	0	1	1	spamobscene
خداروشکر بالاخره راضی شدن 🤦🏻‍♀️ 😐	0	0	0	clean
کون لقت ❤️ 🙌	0	0	1	obscene
🙄 صبح بخیر رزمنده	0	0	0	clean
سپاس لز اطلاعات به روزی که قرار میدین 👏 👏	0	0	1	obscene
تمام ممه 😝 😝	0	0	1	obscene
صبح بخیر دل انگیز 🥀 اما دیره	0	0	0	clean
خیلی دیر ابراز همدردی کردی 😐 🤔 😔	0	0	0	clean
کرمان هم بیا 🥺 🥺 😕 😭 😭	0	0	0	clean
گویا وزیر عذرخواهی کرده 🤔	0	0	0	clean
اونایی ک من می‌خوام تخفیف نخوردن 😒	0	0	0	clean
هر ماه دارم اینترنت با سرعت مگ میخرم سال خوش حساب هستم ولی ناراحتم قیمت تعرفه بالاست بابا حداقل یکسال هزار گیگ یکساله بهم بدید بعنوان هدیه 🙄 چیزی ازتون کم نمیشه ثواب داره	0	0	0	clean
دل پر درده… 💔 💔 🥀 🥀	0	0	0	clean
به جاش امنیت داریم 😐 😕 🙁	0	0	0	clean
 لامصب این دقیقاخودتی خودتی خودتی خودتی خودتی خودتی خودتی خودتی وای خدا این خودتی پسرر 🤣 🤣 💔 💔	0	0	0	clean
کشتین مارو شما که 😭 ❤️‍🩹 ❤️‍🩹 ❤️‍🩹	0	0	0	clean
دریای خزر و خلیج فارش کشورمون کجاست پس 🧐 🧐 🤔 🤔	0	0	0	clean
چقدر کم 🤔 🤔 😑	0	0	0	clean
بمیرم برای مظلومیت دختران و زنان سرزمین اشغال شدم ایران عزیز 🥺 🥺 😭 😭 🖤 🖤	0	0	0	clean
مهساامینی 💔 ایران 💔 🥀	0	0	0	clean
ای وای چرا پخششو کنسل کردن 😥 😭 😥	0	0	0	clean
پیامبر چنین مردمی نداشت؟ 🤔 😐	0	0	0	clean
🤐 🤐 🤔 🤔	0	0	0	clean
😕 چرا کپی زنه 😂 😂 💔 خدایا من رد دادمم	0	0	0	clean
چ با حجاب 🙄 😐	0	0	0	clean
داداش من دیگه میهن نمیخرم	1	0	0	hate
چه سود از این سکوت و اه از این صبوری 💔 🤦 مهساامینی 😔 😢 😢	0	0	0	clean
😥 😭 😢 وای چه بد	0	0	0	clean
باور ندارم که برنده میشم پس لایکم‌ نمیکم 😤 😤	0	0	0	clean
 جای تأسف برای همچین هنرمندی	1	0	0	hate
حرو زاده	1	0	1	hateobscene
گند زدیدوریا حذف شدنی نیست	1	0	0	hate
برایی حضوریی فالو کن بییا حالیی ییه داییرکت بکنییم 🍆 🍆 🔥	0	1	1	spamobscene
پتو باف هیچکی نمیتونه محکوم کنه	1	0	0	hate
با این هزاران لایک مشخصه عکست خیلی سکسیه 😂	0	0	1	obscene
پشیمان نیستی	1	0	0	hate
جون دلم خواست سکسیه من 🔥 🔥 👅 👅 😂 😂	0	1	1	spamobscene
خیلی دلم هواتو کرده خیلی فاصله دار شدی اما من الانشم طرف دارتم ولی میترسم تلافی نکنی ♥️ ♥️ ♥️ 💪 💪 ❣️ 🍆 🍆 ✔️	0	0	1	obscene
رفقا کوتاه بیاین حالا هر گوهی خورده الان داره جبران میکنه بازم دمش گرم خیلیا از اونایی که ادعاشون میشد الان پیداشون نیستباز حداقل داره یه اهنگ میده مطمعن باشین تو اهنگ همه چیو جبران میکنه 🕊 🌷	0	0	1	obscene
بزن بگا حاجی 😂 💪 ❤️ ❤️‍🔥 💥 🔥 🔥	0	0	1	obscene
ولایت 😂 😂	0	0	0	clean
کدوم ولایت	0	0	0	clean
تایلند اون همه خوردنی خوشمزه داره چرا بستنی بخورم 🤣 🤣 😉 😉	0	0	1	obscene
نظری ندارم 😂 😂 موفق باشی الکسیس باشه لطفن	0	0	1	obscene
کس تو بخورم 💖	0	0	1	obscene
سلام اخه چرا من باید تواین وقت سال سینگل و تنها وور بخورم خیلی سرده واقعا اینجوری 🔥 🔥	0	0	1	obscene
